X,Y,Z,Anomaly
854043.6312052632,988043.536168421,2365.8255893873684,-4.5533417887716325
854638.8943631579,988043.536168421,2589.9981110421054,-6.77136759240234
854440.4733105263,988147.7466947369,2702.0843718694737,-6.8927853764123075
854043.6312052632,987835.1151157895,2421.868719801053,-5.6610272386480815
854341.2627842106,987730.9045894737,2365.8255893873684,-4.68843813711987
854738.1048894738,988251.9572210526,2589.9981110421054,-6.824203999518124
854837.3154157895,987783.0098526316,2421.868719801053,-4.733480786528428
854242.0522578948,987574.5888,2365.8255893873684,-4.065343416181428
854043.6312052632,988043.536168421,2477.911850214737,-6.36853559700893
854341.2627842106,988304.0624842106,2449.890285007895,-5.117450017774175
855333.3680473685,987730.9045894737,2477.911850214737,-4.771532631442862
854142.841731579,988147.7466947369,2533.9549806284213,-6.308681546841676
854142.841731579,988199.8519578947,2505.933415421579,-6.292480471303829
854738.1048894738,987678.7993263159,2421.868719801053,-5.08697297442112
854142.841731579,988043.536168421,2365.8255893873684,-4.266114244154874
854539.6838368422,988251.9572210526,2674.062806662632,-7.193442217237649
853944.4206789475,987678.7993263159,2365.8255893873684,-4.675789659628154
854837.3154157895,988251.9572210526,2618.0196762489477,-7.015905956066801
854142.841731579,987835.1151157895,2505.933415421579,-6.063596629011902
855134.9469947369,988304.0624842106,2477.911850214737,-4.584562164094879
854043.6312052632,988304.0624842106,2477.911850214737,-5.98495372321408
854539.6838368422,987574.5888,2589.9981110421054,-5.477629850460615
854142.841731579,988564.5888,2505.933415421579,-5.039275436311781
854043.6312052632,988199.8519578947,2393.8471545942107,-4.973743982235292
854638.8943631579,988512.4835368422,2477.911850214737,-4.983871258166131
854142.841731579,988043.536168421,2533.9549806284213,-6.296067177900686
855134.9469947369,987835.1151157895,2561.976545835263,-6.245972765830665
854242.0522578948,987730.9045894737,2421.868719801053,-5.44465071067251
853745.9996263159,987887.2203789474,2365.8255893873684,-5.059600372297916
854142.841731579,988147.7466947369,2561.976545835263,-6.656874834459935
855134.9469947369,987783.0098526316,2477.911850214737,-5.520751824739644
854242.0522578948,988251.9572210526,2421.868719801053,-5.018846328341079
855432.5785736842,987783.0098526316,2505.933415421579,-4.290192231073779
854341.2627842106,988408.2730105263,2618.0196762489477,-6.869084248307387
854142.841731579,987783.0098526316,2365.8255893873684,-4.765977334876087
853745.9996263159,988043.536168421,2449.890285007895,-5.324552785358583
854440.4733105263,988304.0624842106,2505.933415421579,-5.8482822369767185
854638.8943631579,988043.536168421,2561.976545835263,-6.652437860534849
854440.4733105263,988460.3782736842,2477.911850214737,-5.443151727188045
855134.9469947369,987991.4309052632,2561.976545835263,-6.481341315030921
854638.8943631579,988251.9572210526,2674.062806662632,-7.296672141370396
854142.841731579,988460.3782736842,2561.976545835263,-6.120429660172456
854440.4733105263,988095.641431579,2561.976545835263,-6.576002374797817
854936.5259421053,988356.1677473685,2618.0196762489477,-6.956128425349686
854738.1048894738,987626.6940631579,2646.0412414557895,-5.719521041652734
854539.6838368422,987730.9045894737,2646.0412414557895,-6.661832532421677
854539.6838368422,987783.0098526316,2646.0412414557895,-6.838582484762182
854936.5259421053,988356.1677473685,2674.062806662632,-6.768553484494252
854738.1048894738,988043.536168421,2589.9981110421054,-6.659342869318257
853944.4206789475,987991.4309052632,2505.933415421579,-6.332277685205977
854738.1048894738,988095.641431579,2505.933415421579,-5.693059242591649
854341.2627842106,987939.3256421053,2561.976545835263,-6.662316328304652
854142.841731579,987939.3256421053,2477.911850214737,-6.176903566709768
854440.4733105263,988460.3782736842,2533.9549806284213,-5.6670760583365265
854539.6838368422,987991.4309052632,2618.0196762489477,-6.897825055889731
854043.6312052632,988043.536168421,2421.868719801053,-5.606651148065237
853944.4206789475,987887.2203789474,2365.8255893873684,-4.845262016225345
854936.5259421053,988199.8519578947,2646.0412414557895,-7.217776926276575
854539.6838368422,987730.9045894737,2533.9549806284213,-6.196024319095908
854638.8943631579,988408.2730105263,2561.976545835263,-6.222571530675104
854837.3154157895,987678.7993263159,2561.976545835263,-6.026584918195593
854936.5259421053,987730.9045894737,2505.933415421579,-5.725886473126848
854341.2627842106,988408.2730105263,2646.0412414557895,-6.702804348364465
854638.8943631579,987939.3256421053,2449.890285007895,-5.618364715017179
854837.3154157895,988356.1677473685,2674.062806662632,-6.859444079931962
854936.5259421053,987574.5888,2505.933415421579,-5.1980881794423
854539.6838368422,987835.1151157895,2449.890285007895,-5.641559018961761
854341.2627842106,988356.1677473685,2421.868719801053,-4.64324367689037
854440.4733105263,988043.536168421,2449.890285007895,-5.7005705411568774
854242.0522578948,987887.2203789474,2589.9981110421054,-6.549931554356753
854837.3154157895,988199.8519578947,2505.933415421579,-5.541762087630874
854341.2627842106,988043.536168421,2393.8471545942107,-4.342325375371802
854738.1048894738,988460.3782736842,2477.911850214737,-4.827460124229319
855035.7364684211,987991.4309052632,2674.062806662632,-6.508356960952658
854539.6838368422,988147.7466947369,2449.890285007895,-5.083155481942932
854539.6838368422,988356.1677473685,2533.9549806284213,-5.924021066282531
854142.841731579,987783.0098526316,2505.933415421579,-6.107643426262049
855035.7364684211,987783.0098526316,2505.933415421579,-5.589202018814073
854440.4733105263,987678.7993263159,2533.9549806284213,-6.261946444449738
854440.4733105263,987783.0098526316,2365.8255893873684,-4.284541557308011
854440.4733105263,987887.2203789474,2646.0412414557895,-6.865381615629996
853646.7891,988408.2730105263,2393.8471545942107,-4.185564384872417
854242.0522578948,987887.2203789474,2646.0412414557895,-6.7059877241016475
853745.9996263159,987783.0098526316,2365.8255893873684,-4.7485866529860346
854440.4733105263,988095.641431579,2449.890285007895,-5.715992639872721
854539.6838368422,987574.5888,2505.933415421579,-5.263921195009464
855234.1575210526,987991.4309052632,2533.9549806284213,-6.031354541581307
854936.5259421053,987887.2203789474,2618.0196762489477,-7.147764488162543
854142.841731579,987730.9045894737,2561.976545835263,-5.799212234144808
854440.4733105263,987574.5888,2449.890285007895,-4.916872546349208
854440.4733105263,988043.536168421,2674.062806662632,-7.04236173676369
853745.9996263159,988043.536168421,2421.868719801053,-5.485029210446748
854738.1048894738,987991.4309052632,2561.976545835263,-6.339660779041071
855035.7364684211,987991.4309052632,2533.9549806284213,-5.944141615991162
854043.6312052632,987678.7993263159,2533.9549806284213,-5.453560034093239
854638.8943631579,987939.3256421053,2533.9549806284213,-6.215158419977294
854440.4733105263,987835.1151157895,2702.0843718694737,-6.595394318459388
854440.4733105263,987835.1151157895,2758.127502283158,-6.688468045508721
855333.3680473685,988095.641431579,2618.0196762489477,-4.289348142343106
854539.6838368422,988304.0624842106,2533.9549806284213,-5.985900387061815
854142.841731579,988147.7466947369,2618.0196762489477,-6.971474435889723
854242.0522578948,988147.7466947369,2421.868719801053,-4.993260508192136
854738.1048894738,987678.7993263159,2589.9981110421054,-6.32454067112089
854440.4733105263,988199.8519578947,2477.911850214737,-5.589946466879228
855333.3680473685,988356.1677473685,2618.0196762489477,-4.618508383960491
854638.8943631579,987730.9045894737,2589.9981110421054,-6.658208951395594
855035.7364684211,988512.4835368422,2505.933415421579,-4.663219132376788
854539.6838368422,987887.2203789474,2758.127502283158,-6.906877228089733
853944.4206789475,987835.1151157895,2393.8471545942107,-5.466776429305629
855432.5785736842,987991.4309052632,2505.933415421579,-4.600928355983354
854242.0522578948,988408.2730105263,2618.0196762489477,-6.227278542167249
854341.2627842106,988095.641431579,2618.0196762489477,-6.800880641707246
855333.3680473685,988356.1677473685,2505.933415421579,-4.617798285114049
855134.9469947369,987574.5888,2477.911850214737,-4.857073179085331
855134.9469947369,987887.2203789474,2589.9981110421054,-6.451857910746654
854242.0522578948,988460.3782736842,2421.868719801053,-4.474162916040054
854242.0522578948,987783.0098526316,2421.868719801053,-5.352200649121678
854539.6838368422,988147.7466947369,2758.127502283158,-6.958347565772665
854142.841731579,987678.7993263159,2421.868719801053,-5.434538189796696
855035.7364684211,988356.1677473685,2674.062806662632,-6.498908377990851
854738.1048894738,987626.6940631579,2477.911850214737,-5.302243546134243
853845.2101526316,987835.1151157895,2365.8255893873684,-5.030201353400412
854539.6838368422,987887.2203789474,2393.8471545942107,-4.418801205015687
854936.5259421053,987574.5888,2589.9981110421054,-5.4511958713879665
855035.7364684211,987887.2203789474,2618.0196762489477,-6.875996992831341
854539.6838368422,987626.6940631579,2702.0843718694737,-5.656706431132614
855134.9469947369,988095.641431579,2533.9549806284213,-6.030318814116335
855333.3680473685,987678.7993263159,2505.933415421579,-4.75983667045527
855333.3680473685,988043.536168421,2561.976545835263,-5.583316336630516
855234.1575210526,987783.0098526316,2589.9981110421054,-5.554189722607013
854837.3154157895,988251.9572210526,2533.9549806284213,-5.76833377659233
855035.7364684211,988251.9572210526,2646.0412414557895,-7.014828922255035
855531.7891,987678.7993263159,2533.9549806284213,-3.457917030294947
854837.3154157895,987783.0098526316,2674.062806662632,-6.152312439737112
855134.9469947369,988512.4835368422,2589.9981110421054,-5.0830415266111455
854440.4733105263,987939.3256421053,2674.062806662632,-7.003985445335232
854837.3154157895,988304.0624842106,2477.911850214737,-4.7747423401233835
